,Lat,Lon
0,48.48262463687347,11.195847579792014
1,48.48259881921094,11.19719981706096
2,48.482572985672356,11.198552052417387
3,48.482547136257764,11.199904285860121
4,48.482521270967226,11.201256517387991
5,48.482694931453395,11.144423242994282
6,48.48266971791386,11.145775528205583
7,48.48264448849669,11.147127811549032
8,48.48261924320191,11.14848009302346
9,48.48175145640024,11.194456542714214
10,48.4817256554241,11.195808758034223
11,48.48169983857235,11.197160971443003
12,48.48167400584504,11.198513182939385
13,48.48164815724222,11.199865392522193
14,48.48162229276395,11.201217600190256
15,48.48184629726388,11.1416808015838
16,48.48182111627065,11.143033066663538
17,48.48179591940014,11.144385329877887
18,48.48177070665245,11.145737591225679
19,48.4817454780276,11.147089850705736
20,48.481720233525635,11.148442108316887
21,48.48169497314665,11.149794364057964
22,48.481669696890656,11.15114661792779
23,48.48116083768732,11.178191300556309
24,48.4811352280272,11.179543514859065
25,48.48110960249129,11.18089572726478
26,48.48108396107965,11.182247937772283
27,48.481058303792324,11.183600146380396
28,48.480904026682374,11.191713358076342
29,48.480878258266905,11.193065553355934
30,48.4808524739762,11.194417746726765
31,48.4808266738103,11.19576993818766
32,48.480800857769296,11.197122127737446
33,48.48077502585322,11.198474315374952
34,48.48074917806214,11.199826501099007
35,48.48072331439611,11.201178684908438
36,48.480972447790755,11.140290694977729
37,48.48094728346514,11.141642938058993
38,48.480922103262714,11.142995179276157
39,48.480896907183514,11.144347418628053
40,48.48087169522761,11.145699656113505
41,48.48084646739507,11.147051891731344
42,48.48082122368591,11.148404125480393
43,48.480795964100196,11.149756357359482
44,48.480770688638,11.151108587367442
45,48.48031301550075,11.175448406210615
46,48.4802874383956,11.176800600444318
47,48.48026184541506,11.178152792783447
48,48.480236236559165,11.179504983226824
49,48.480210611828,11.18085717177328
50,48.4801849712216,11.182209358421641
51,48.48015931474002,11.183561543170736
52,48.48013364238332,11.184913726019392
53,48.48010795415156,11.186265906966439
54,48.480082250044774,11.1876180860107
55,48.48005653006305,11.188970263151008
56,48.480030794206435,11.19032243838619
57,48.48000504247495,11.19167461171507
58,48.4799792748687,11.193026783136482
59,48.479953491387704,11.19437895264925
60,48.479927692032035,11.195731120252201
61,48.47990187680175,11.197083285944167
62,48.479876045696884,11.198435449723974
63,48.479850198717514,11.199787611590446
64,48.4798243358637,11.201139771542419
65,48.48009858069739,11.138900636095983
66,48.48007343303843,11.140252857178536
67,48.48004826950309,11.141605076398283
68,48.48002309009143,11.142957293754048
69,48.47999789480352,11.14430950924466
70,48.47997268363939,11.14566172286895
71,48.4799474565991,11.147013934625738
72,48.47992221368271,11.148366144513858
73,48.47989695489027,11.149718352532137
74,48.47951616791507,11.170001247628084
75,48.47949065511329,11.171353425569459
76,48.47946512643639,11.172705601621063
77,48.47943958188443,11.174057775781725
78,48.47941402145746,11.175409948050271
79,48.47938844515553,11.176762118425533
80,48.47936285297871,11.178114286906334
81,48.47933724492704,11.179466453491505
82,48.47931162100058,11.180818618179874
83,48.479285981199396,11.182170780970266
84,48.479260325523526,11.183522941861513
85,48.47923465397303,11.184875100852441
86,48.479208966547986,11.186227257941878
87,48.47918326324841,11.18757941312865
88,48.47915754407438,11.18893156641159
89,48.47913180902595,11.190283717789521
90,48.47910605810319,11.19163586726127
91,48.47908029130612,11.192988014825673
92,48.47905450863482,11.19434016048155
93,48.47902871008934,11.195692304227732
94,48.47900289566974,11.197044446063048
95,48.478977065376064,11.198396585986325
96,48.478951219208376,11.19974872399639
97,48.479199564991994,11.13886282402006
98,48.479174418122795,11.140215021242152
99,48.47914925537771,11.141567216601553
100,48.47912407675681,11.142919410097091
101,48.479098882260125,11.144271601727594
102,48.47907367188774,11.14562379149189
103,48.47904844563971,11.146975979388804
104,48.47902320351606,11.148328165417166
105,48.47864266662587,11.168610730819205
106,48.47861717049997,11.16996288679131
107,48.47859165849939,11.171315040874935
108,48.478566130624195,11.172667193068909
109,48.47854058687443,11.17401934337206
110,48.47851502725015,11.175371491783215
111,48.47848945175142,11.176723638301205
112,48.47846386037829,11.178075782924854
113,48.478438253130804,11.17942792565299
114,48.47841263000903,11.180780066484443
115,48.47838699101303,11.182132205418041
116,48.47836133614285,11.183484342452612
117,48.47833566539854,11.18483647758698
118,48.47830997878016,11.186188610819983
119,48.478284276287766,11.187540742150437
120,48.478258557921414,11.188892871577178
121,48.478232823681154,11.190244999099031
122,48.47820707356705,11.191597124714825
123,48.47818130757915,11.192949248423387
124,48.47815552571751,11.194301370223547
125,48.4781297279822,11.19565349011413
126,48.47810391437326,11.197005608093969
127,48.47807808489074,11.198357724161887
128,48.478052239534705,11.199709838316714
129,48.47832567932741,11.137472838581452
130,48.47830054912337,11.138825013805658
131,48.478275403043874,11.14017718716846
132,48.478250241089015,11.14152935866869
133,48.47822506325884,11.142881528305173
134,48.47819986955338,11.144233696076736
135,48.478174659972716,11.14558586198221
136,48.478149434516894,11.146938026020422
137,48.478124193185955,11.148290188190199
138,48.47774366824618,11.168572395727606
139,48.47771817292096,11.169924527843015
140,48.47769266172155,11.171276658070065
141,48.47766713464803,11.17262878640758
142,48.477641591700426,11.173980912854393
143,48.47761603287883,11.175333037409327
144,48.47759045818326,11.176685160071216
145,48.47756486761379,11.178037280838883
146,48.47753926117047,11.179389399711159
147,48.47751363885335,11.180741516686867
148,48.47748800066251,11.182093631764841
149,48.47746234659798,11.183445744943908
150,48.47743667665982,11.184797856222895
151,48.4774109908481,11.186149965600627
