,Lat,Lon
0,41.180872942091355,-4.335654893491358
1,41.180886761201776,-4.334462913372408
2,41.17997239175224,-4.3356365945958455
3,41.17998621042727,-4.334444630795584
4,41.180000016770556,-4.333252666166005
5,41.17905801069418,-4.336810243182692
6,41.17907184126515,-4.3356182965303915
7,41.17908565950479,-4.334426349048077
8,41.17909946541308,-4.3332344007364885
9,41.17911325899001,-4.332042451596364
10,41.178143618028756,-4.337983859134511
11,41.17815746049489,-4.3367919296300865
12,41.1781712906301,-4.335599999294952
13,41.178185108434356,-4.334408068129846
14,41.178198913907664,-4.333216136135507
15,41.17821270704998,-4.3320242033126775
16,41.17822648786129,-4.330832269662095
17,41.17824025634155,-4.3296403351845
18,41.17693542388524,-4.3641874085772
19,41.17694953718049,-4.362995513850971
20,41.17696363814578,-4.361803618277805
21,41.17697772678107,-4.360611721858438
22,41.17724306811762,-4.337965530096235
23,41.177256910147605,-4.336773616908192
24,41.17727073984707,-4.335581702889483
25,41.17728455721597,-4.334389788040845
26,41.17729836225429,-4.333197872363018
27,41.177312154962024,-4.332005955856743
28,41.177325935339134,-4.330814038522757
29,41.17733970338559,-4.329622120361802
30,41.17735345910138,-4.328430201374617
31,41.17736720248648,-4.327238281561941
32,41.17738093354084,-4.326046360924516
33,41.176006620829305,-4.366552475716611
34,41.176020758339,-4.365360599001077
35,41.17603488351916,-4.36416872143717
36,41.17604899636974,-4.362976843025627
37,41.17606309689074,-4.36178496376719
38,41.176077185082136,-4.360593083662597
39,41.17634251805848,-4.337947201889366
40,41.17635635965234,-4.336755305016967
41,41.17637018891606,-4.335563407313943
42,41.17638400584962,-4.334371508781033
43,41.17639781045299,-4.333179609418979
44,41.17641160272615,-4.3319877092285175
45,41.17642538266906,-4.3307958082103895
46,41.17643915028172,-4.3296039063653335
47,41.176452905564105,-4.328412003694092
48,41.176466648516175,-4.327220100197403
49,41.17648037913791,-4.326028195876005
50,41.176494097429284,-4.324836290730639
51,41.17650780339028,-4.323644384762045
52,41.176521497020865,-4.322452477970961
53,41.17509193181206,-4.3677256163490625
54,41.175106081205456,-4.366533756796456
55,41.17512021826972,-4.3653418963947805
56,41.17513434300482,-4.364150035144775
57,41.17514845541075,-4.362958173047177
58,41.175162555487475,-4.36176631010273
59,41.17517664323499,-4.360574446312171
60,41.17544196785137,-4.337928874513863
61,41.17545580900911,-4.336736993956366
62,41.17546963783709,-4.335545112568287
63,41.175483454335314,-4.3343532303503665
64,41.17549725850372,-4.333161347303343
65,41.17551105034232,-4.331969463427958
66,41.175524829851064,-4.330777578724948
67,41.17553859702995,-4.329585693195054
68,41.175552351878935,-4.328393806839016
69,41.17556609439799,-4.327201919657573
70,41.175579824587096,-4.326010031651464
71,41.17559354244624,-4.32481814282143
72,41.17560724797539,-4.32362625316821
73,41.17562094117453,-4.322434362692543
74,41.17563462204361,-4.321242471395169
75,41.17564829058263,-4.320050579276828
76,41.17417723120947,-4.368898724354669
77,41.174191392485746,-4.367706881964903
78,41.17420554143332,-4.36651503872537
79,41.17421967805216,-4.365323194636813
80,41.17423380234223,-4.36413134969997
81,41.17424791430352,-4.362939503915579
82,41.17426201393599,-4.361747657284382
83,41.17454141749626,-4.33791054796968
84,41.174555258217886,-4.336718683726346
85,41.174569086610155,-4.335526818652475
86,41.17458290267305,-4.3343349527488035
87,41.17459670640653,-4.333143086016072
88,41.17461049781057,-4.331951218455022
89,41.174624276885154,-4.330759350066391
90,41.17463804363026,-4.329567480850917
91,41.17465179804585,-4.328375610809344
92,41.17466554013192,-4.327183739942408
93,41.17467926988842,-4.325991868250848
94,41.17469298731533,-4.324799995735407
95,41.17470669241265,-4.323608122396821
96,41.17472038518034,-4.3224162482358315
97,41.174734065618374,-4.3212243732531785
98,41.174747733726726,-4.3200324974496
99,41.17476138950537,-4.318840620825836
